is_new,date_added,fit_score,title,company,contact,salary,city,commute_min,why_fit,enriched,board,link
False,2026-07-16,40,"Channel Sales Manager, Salesforce - FSI",,,174782,Manhattan,55,5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5760803895?se=hqCSjU6L8RGzQa4pljvFHQ&utm_medium=api&utm_source=946f5d01&v=6A4CE00D688CA618BEAAF71456AACA5DAC61FE92
False,2026-07-16,40,"Business Development Manager, Facial Aesthetics",,,171107,Manhattan,55,5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5794973041?se=_khdjk6L8RGZmYFlEP0Odw&utm_medium=api&utm_source=946f5d01&v=7194A793E924B434D97899EF7A0EB176BD800B92
False,2026-07-16,40,Business Development Manager - Connected TV,,,166503,Manhattan,55,5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5746081531?se=_khdjk6L8RGZmYFlEP0Odw&utm_medium=api&utm_source=946f5d01&v=C14AE8604CCA520F1BB125A6E4AC84C86D8AF11C
False,2026-07-16,40,Regional Sales Manager - Mid-Market,,,158494,Manhattan,55,5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5760801594?se=hqCSjU6L8RGzQa4pljvFHQ&utm_medium=api&utm_source=946f5d01&v=2D2A4B18EB676C4A7937DC719CEAAEE6C3CF9C43
False,2026-07-16,40,Senior Transient Sales Manager,,,151490,New York,55,5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5788681792?se=hqCSjU6L8RGzQa4pljvFHQ&utm_medium=api&utm_source=946f5d01&v=5B01F785119F40D86B84186849CC9AF67C74B985
False,2026-07-16,40,Payments Sales Manager- Asset Managers- Executive Director,,,142487,New York,55,5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5789983846?se=hqCSjU6L8RGzQa4pljvFHQ&utm_medium=api&utm_source=946f5d01&v=DD17369E9FB01C197CE0C5F8DAB4887DD8B77F6A
False,2026-07-16,40,District Sales Manager,,,138743,Queens,90,5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5778546052?se=hqCSjU6L8RGzQa4pljvFHQ&utm_medium=api&utm_source=946f5d01&v=7790EFCBCBD26A519D0C24DB8A12084495E3A19A
False,2026-07-16,40,Business Development Manager,,,132409,Manhattan,55,5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5759311406?se=_khdjk6L8RGZmYFlEP0Odw&utm_medium=api&utm_source=946f5d01&v=8B7F9AE14BC37310C1C53CA7BF9A2D85B8E1AC4A
False,2026-07-16,40,Client Success Manager - NYC,,,130000,Nyc (Hybrid),55,5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/details/5739645062?utm_medium=api&utm_source=946f5d01
False,2026-07-16,39,INSURANCE SALES PRODUCER - 2068,,Koppel@bhirednyc.com,,New York,55,⚠ insurance industry experience expected. outbound prospecting (Mercedes-Benz),yes,bhired,https://recruiterflow.com/Bhired/jobs/2068?widget=1
False,2026-07-16,37,National Sales Manager,,,174556,Trenton,45,⚠ industrial sales experience expected. automotive sales (Mercedes-Benz),yes,adzuna,https://www.adzuna.com/land/ad/5654522937?se=hqCSjU6L8RGzQa4pljvFHQ&utm_medium=api&utm_source=946f5d01&v=119360B405568ECDD91E14BF36CF9483AB5DFA25
False,2026-07-16,37,D365 CRM or Copilot/AI Technical Lead - Manager,,,143447,Manhattan,55,"tech affinity + AI/automation projects; strong AI/automation interest, built AI tools; customer relationship management",yes,adzuna,https://www.adzuna.com/land/ad/5725521445?se=9OMGkE6L8RGchd7aIVvyDQ&utm_medium=api&utm_source=946f5d01&v=F07E6602FCD342F8E6C82891DE965B266ADC91F6
False,2026-07-16,36,Business Development - Strategy Director,,,221391,Manhattan,55,B2B client experience (Star Communications); tech affinity + AI/automation projects,yes,adzuna,https://www.adzuna.com/land/ad/5788688424?se=_khdjk6L8RGZmYFlEP0Odw&utm_medium=api&utm_source=946f5d01&v=B638EC0212261D1A35AA9B79BD0A5CF8B4EBFEFC
False,2026-07-16,36,Enterprise Account Executive,,,,New York,55,⚠ logistics/freight industry experience expected. tech affinity + AI/automation projects,yes,themuse,https://www.themuse.com/jobs/flexport/enterprise-account-executive-6361a5
False,2026-07-16,35,"Salesperson – Property Management Accounts Brooklyn, NY $150k/year - 200k/year Comission Based The Salesperson will be r",,,150000,Brooklyn,85,⚠ real estate experience expected. 5+ yrs sales/client-facing experience,no,swift,https://swiftstaffinggroup.com/positions/?job=3509338
False,2026-07-16,35,Insurance Account Executive,,,130000,New York,55,⚠ insurance industry experience expected. 5+ yrs sales/client-facing experience,no,ab-hires,https://ab-hires.com/job/insurance-account-executive/
False,2026-07-16,35,Construction Sales Representative Brooklyn NY PT/FT Construction,,,,Brooklyn,85,⚠ construction industry experience expected. 5+ yrs sales/client-facing experience,yes,yidjob,https://yidjob.com/job/brooklyn-new-york-18-outside-sales/
False,2026-07-16,35,Construction Sales Representative,,,,Brooklyn,85,⚠ construction industry experience expected. 5+ yrs sales/client-facing experience,yes,yidjob,https://yidjob.com/job/brooklyn-new-york-18-outside-sales/
False,2026-07-16,34,AI Strategic Partnerships Business Development,,,283985,Manhattan,55,"tech affinity + AI/automation projects; strong AI/automation interest, built AI tools",yes,adzuna,https://www.adzuna.com/land/ad/5795004150?se=_khdjk6L8RGZmYFlEP0Odw&utm_medium=api&utm_source=946f5d01&v=F52F0A082806DEA7857276476BD3AA129108823F
False,2026-07-16,34,Senior Client Success Manager,,,150000,New York (Hybrid),55,⚠ healthcare industry experience expected. tech affinity + AI/automation projects,yes,adzuna,https://www.adzuna.com/details/5726608058?utm_medium=api&utm_source=946f5d01
False,2026-07-16,31,"Account Executive, Startups",,,212789,Manhattan,55,⚠ requires 20+ yrs experience (resume: ~5). tech affinity + AI/automation projects,yes,adzuna,https://www.adzuna.com/land/ad/5761987289?se=5KUej06L8RGchd7aIVvyDQ&utm_medium=api&utm_source=946f5d01&v=F8149549FC079FC895D90CE2AB570F3480457F49
False,2026-07-16,30,Outside Sales Representative – 3PL Logistics - Job #2099,,,150000,Edison,0,⚠ logistics/freight industry experience expected. 5+ yrs sales/client-facing experience,yes,supremetalent,https://thesupremetalent.com/job-post?jobid=28d7c2b0-d38c-4889-afe7-9cde08036a4d
False,2026-07-16,30,Sr. Account Executive - Medical Device,,,141060,Trenton,45,⚠ pharma/medical industry experience expected. 5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5722453202?se=5KUej06L8RGchd7aIVvyDQ&utm_medium=api&utm_source=946f5d01&v=E7DB667C455716DC38A86056C025169D1E4D002A
False,2026-07-16,30,"Account Executive, M&A Deals - With Intelligence",,,135756,New York,55,⚠ finance industry experience expected. 5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5780746011?se=5KUej06L8RGchd7aIVvyDQ&utm_medium=api&utm_source=946f5d01&v=F98FC473DF716142AAEE69696DB81932B2D3B3E4
False,2026-07-16,30,"PHARMACEUTICAL SALES REPRESENTATIVE | BROOKLYN, NY · BASE + COMMISSION - 2434",,Sapo@bhirednyc.com,,Brooklyn,85,⚠ pharma/medical industry experience expected. 5+ yrs sales/client-facing experience,yes,bhired,https://recruiterflow.com/Bhired/jobs/2434?widget=1
False,2026-07-16,30,Enterprise Accounts Sales Executive,,,,Remote,0,⚠ industrial sales experience expected. B2B client experience (Star Communications); tech affinity + AI/automation projects; pipeline building experience,yes,themuse,https://www.themuse.com/jobs/autodesk/enterprise-accounts-sales-executive
False,2026-07-16,28,"Business Development, Supply Desk",,,196422,Manhattan,55,A/V sales experience (Video & Audio Center),yes,adzuna,https://www.adzuna.com/land/ad/5802139730?se=_khdjk6L8RGZmYFlEP0Odw&utm_medium=api&utm_source=946f5d01&v=BC4AEBD97AB7996D6E2BD72DDA73D18D459118D4
False,2026-07-16,28,"Director of Sales Paramus, NJ FULL-TIME Operations",,,150000,Unknown,,"⚠ director-level (a stretch at 5 yrs experience); ⚠ industrial sales experience expected. retail sales background; strong AI/automation interest, built AI tools; sales negotiation experience",yes,yidjob,https://yidjob.com/job/director-of-sales/
False,2026-07-16,28,Director of Sales,,,150000,Unknown,,"⚠ director-level (a stretch at 5 yrs experience); ⚠ industrial sales experience expected. retail sales background; strong AI/automation interest, built AI tools; sales negotiation experience",yes,yidjob,https://yidjob.com/job/director-of-sales/
False,2026-07-16,26,Business Development - Technical Recruiter,,,211437,Unknown,,tech affinity + AI/automation projects,yes,adzuna,https://www.adzuna.com/land/ad/5783889369?se=_khdjk6L8RGZmYFlEP0Odw&utm_medium=api&utm_source=946f5d01&v=B66295C86C8EFB6E8F4808B0A95F7FF5D6B69152
False,2026-07-16,26,"Senior Systems Specialist, Business Development Platforms - Hybrid",,,160384,Manhattan (Hybrid),55,tech affinity + AI/automation projects,yes,adzuna,https://www.adzuna.com/land/ad/5721627614?se=_khdjk6L8RGZmYFlEP0Odw&utm_medium=api&utm_source=946f5d01&v=466E9F4DBE75396CA786775A956D50B660B06ADA
False,2026-07-16,26,"Director, Business Development - State Government",,,150852,Trenton,45,tech affinity + AI/automation projects,yes,adzuna,https://www.adzuna.com/land/ad/5722427270?se=_khdjk6L8RGZmYFlEP0Odw&utm_medium=api&utm_source=946f5d01&v=4510F19667DBB4475DA90AC6E3AADC7B46CECB53
False,2026-07-16,26,Program Administration Business Development Lead,,,131618,Trenton,45,tech affinity + AI/automation projects,yes,adzuna,https://www.adzuna.com/land/ad/5746125820?se=_khdjk6L8RGZmYFlEP0Odw&utm_medium=api&utm_source=946f5d01&v=7D96373250F39991770044108B2DA18F468A3369
False,2026-07-16,26,Cybersecurity Strategic Alliances-Business Development Partner,,,,Remote,0,tech affinity + AI/automation projects,yes,themuse,https://www.themuse.com/jobs/kyndryl/cybersecurity-strategic-alliancesbusiness-development-partner
False,2026-07-16,25,Sr Business Development Director,,,227328,Manhattan,55,⚠ director-level (a stretch at 5 yrs experience),yes,adzuna,https://www.adzuna.com/land/ad/5724786600?se=_khdjk6L8RGZmYFlEP0Odw&utm_medium=api&utm_source=946f5d01&v=95DA5ECE4BDD6FD00EF39B071918EEF8982574F4
False,2026-07-16,25,National Business Development Manager,,,211152,Manhattan,55,⚠ industrial sales experience expected. 5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5721088798?se=_khdjk6L8RGZmYFlEP0Odw&utm_medium=api&utm_source=946f5d01&v=B0C89BBD1BB902FD430410A9D862F1C286CFAD2A
False,2026-07-16,25,New Business Development Director,,,197574,Unknown,,⚠ director-level (a stretch at 5 yrs experience),yes,adzuna,https://www.adzuna.com/land/ad/5644339106?se=_khdjk6L8RGZmYFlEP0Odw&utm_medium=api&utm_source=946f5d01&v=F5F797849F5321E8BE62EC5231D2BC429F03C499
False,2026-07-16,25,Director of Sales & Marketing,,,155000,Unknown,,⚠ director-level (a stretch at 5 yrs experience),no,jooble,https://jooble.org/away/-3535082562249510178?p=1&pos=8&rgn=30472&cid=15057&ckey=sales+manager&jobAge=55&brelb=10&scr=81.2452&bscr=81.2452&aq=-930161181650374600&elckey=5548598763963066920
False,2026-07-16,25,Director of Development - NECHAMA - Jewish Response to Disaster,,,130000,Unknown,,⚠ director-level (a stretch at 5 yrs experience),yes,jewishstaffing,https://www.jewishstaffing.com/jobs/view/6a33558555a533b5830bab1d/Director-of-Development-at-NECHAMA-Jewish-Response-to-Disaster-in-Minneapolis-MN
False,2026-07-16,25,Director of Client Success - 3600123,,,130000,Unknown,,⚠ director-level (a stretch at 5 yrs experience),no,blackbird,https://jobs.blackbirdrecruiting.com/job-details/?job_id=3600123
False,2026-07-16,25,Director of Sales,,,,Unknown,,⚠ director-level (a stretch at 5 yrs experience),yes,jooble,https://jooble.org/away/-4269860878392556168?p=1&pos=4&rgn=30472&cid=15057&ckey=sales+manager&jobAge=79&brelb=10&scr=139.74138&bscr=139.74138&aq=-930161181650374600&elckey=5548598763963066920
False,2026-07-16,21,Client Success Engagement Manager,,,139513,Unknown,,"⚠ healthcare industry experience expected; ⚠ requires 25+ yrs experience (resume: ~5). strong AI/automation interest, built AI tools",yes,adzuna,https://www.adzuna.com/details/5738524853?utm_medium=api&utm_source=946f5d01
False,2026-07-16,20,"GTM Sales Strategy & Operations Manager, Uber Advertising",,,180000,New York,55,,yes,themuse,https://www.themuse.com/jobs/uber/gtm-sales-strategy-operations-manager-uber-advertising-535638
False,2026-07-16,20,Trade & Working Capital - Business Development & Product Delivery - Executive Director,,,155261,Jersey City,60,,yes,adzuna,https://www.adzuna.com/land/ad/5817346652?se=_khdjk6L8RGZmYFlEP0Odw&utm_medium=api&utm_source=946f5d01&v=E14AEC40CB0E27580C62A746196E04D86ADD420C
False,2026-07-16,20,Sales in the Medical Industry,,resumes@staffconnectny.com  resumes@staffconnectny.comtext  347-471-1789,150000,Brooklyn,85,,yes,staffconnect,https://staffconnectny.catsone.com/careers/98575-General/jobs/16172875-Sales-in-the-Medical-Industry/
False,2026-07-16,20,Fintech and Gaming - Payments Sales Manager - Executive Director,,,130579,New York,55,⚠ finance industry experience expected. 5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5816441180?se=hqCSjU6L8RGzQa4pljvFHQ&utm_medium=api&utm_source=946f5d01&v=FDA6225B0C44E68CBDDF0A5DCCC7A60631CFCDB6
False,2026-07-16,20,Interior Design Sales,,,,Unknown,,,yes,staffconnect,https://staffconnectny.catsone.com/careers/98575-General/jobs/16374904-Interior-Design-Sales/
False,2026-07-16,18,Microsoft Ecosystem Business Development Director,,,373994,Unknown,,"⚠ executive-level (likely 10+ yrs leadership). strong AI/automation interest, built AI tools",yes,adzuna,https://www.adzuna.com/land/ad/5795009266?se=_khdjk6L8RGZmYFlEP0Odw&utm_medium=api&utm_source=946f5d01&v=439DD7F4F84029AFDA8ECF813ECC349C569562CF
False,2026-07-16,18,- Relationship Manager Development Program - Global Commercial Banking - Transformative Healthcare (New York/Boston),,,,New York,55,⚠ healthcare industry experience expected; ⚠ finance industry experience expected. 5+ yrs sales/client-facing experience,yes,themuse,https://www.themuse.com/jobs/bankofamerica/relationship-manager-development-program-global-commercial-banking-transformative-healthcare-new-yorkboston
False,2026-07-16,15,Treasury Sales Manager- Large Corporate Treasury Sales,,,181649,Manhattan,55,⚠ requires 18+ yrs experience (resume: ~5). 5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5770052291?se=hqCSjU6L8RGzQa4pljvFHQ&utm_medium=api&utm_source=946f5d01&v=099F61D28BD111309BE66C722147ECDE04A21F00
